Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-02-21,68633239,dw,top_control,GE,GDT650SMVES_GDT650SYVFS,GDT650SMVES_GDT650SYVFS,,us,retail,geappliances,,Positive,use,,The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick. LOVE it! The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick... LOVE it! The jet spray and steam clean is great!,Not verified,,5.0
25-02-21,69660265,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Drying,The mess fully dries out and still everything comes out perfectly clean.,"[ Amazing! ] || ---------------- || The reviews said this thing cleaned well, but that's an understatement. Not only can I put very dirty dishes and utensils in, I can leave them a couple days waiting for a full load. The mess fully dries out and still everything comes out perfectly clean. Wow!","[ Amazing! ] || ---------------- || [This review was collected as part of a promotion.] The reviews said this thing cleaned well, but that's an understatement. Not only can I put very dirty dishes and utensils in, I can leave them a couple days waiting for a full load. The mess fully dries out and still everything comes out perfectly clean. Wow!",Not verified,,5.0
25-02-21,69660265,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,The mess fully dries out and still everything comes out perfectly clean.,"[ Amazing! ] || ---------------- || The reviews said this thing cleaned well, but that's an understatement. Not only can I put very dirty dishes and utensils in, I can leave them a couple days waiting for a full load. The mess fully dries out and still everything comes out perfectly clean. Wow!","[ Amazing! ] || ---------------- || [This review was collected as part of a promotion.] The reviews said this thing cleaned well, but that's an understatement. Not only can I put very dirty dishes and utensils in, I can leave them a couple days waiting for a full load. The mess fully dries out and still everything comes out perfectly clean. Wow!",Not verified,,5.0
25-02-21,69660265,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,,,Wow!,"[ Amazing! ] || ---------------- || The reviews said this thing cleaned well, but that's an understatement. Not only can I put very dirty dishes and utensils in, I can leave them a couple days waiting for a full load. The mess fully dries out and still everything comes out perfectly clean. Wow!","[ Amazing! ] || ---------------- || [This review was collected as part of a promotion.] The reviews said this thing cleaned well, but that's an understatement. Not only can I put very dirty dishes and utensils in, I can leave them a couple days waiting for a full load. The mess fully dries out and still everything comes out perfectly clean. Wow!",Not verified,,5.0
25-02-21,69660264,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,,love it .,[ Bosch 800 dishwasher ] || ---------------- || love it . Quiet and cleans wonderfully . ,[ Bosch 800 dishwasher ] || ---------------- || [This review was collected as part of a promotion.] love it . Quiet and cleans wonderfully ..,Not verified,,5.0
25-02-21,69660264,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,Quiet and cleans wonderfully .,[ Bosch 800 dishwasher ] || ---------------- || love it . Quiet and cleans wonderfully . ,[ Bosch 800 dishwasher ] || ---------------- || [This review was collected as part of a promotion.] love it . Quiet and cleans wonderfully ..,Not verified,,5.0
25-02-21,69660264,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,Quiet and cleans wonderfully .,[ Bosch 800 dishwasher ] || ---------------- || love it . Quiet and cleans wonderfully . ,[ Bosch 800 dishwasher ] || ---------------- || [This review was collected as part of a promotion.] love it . Quiet and cleans wonderfully ..,Not verified,,5.0
25-02-21,74554919,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,us,retail,sears,,Positive,use,,100% love this dishwasher!,"[ Buy it! ] || ---------------- || 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher! I almost went with a Samsung and so glad I didn't! ","[ Buy it! ] || ---------------- || [This review was collected as part of a promotion.] 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher!! I almost went with a Samsung and so glad I didn't!!",Verified,Originally posted on kitchenaid.com/,5.0
25-02-21,74554919,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,us,retail,sears,,Very Positive,use,Noise_Vibration,"It's quiet, and does an amazing job cleaning the dishes!","[ Buy it! ] || ---------------- || 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher! I almost went with a Samsung and so glad I didn't! ","[ Buy it! ] || ---------------- || [This review was collected as part of a promotion.] 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher!! I almost went with a Samsung and so glad I didn't!!",Verified,Originally posted on kitchenaid.com/,5.0
25-02-21,74554919,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,us,retail,sears,,Very Positive,use,Performance_Washing,"It's quiet, and does an amazing job cleaning the dishes!","[ Buy it! ] || ---------------- || 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher! I almost went with a Samsung and so glad I didn't! ","[ Buy it! ] || ---------------- || [This review was collected as part of a promotion.] 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher!! I almost went with a Samsung and so glad I didn't!!",Verified,Originally posted on kitchenaid.com/,5.0
25-02-21,74554919,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,us,retail,sears,,Very Positive,use,,I absolutely recommend this dishwasher!,"[ Buy it! ] || ---------------- || 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher! I almost went with a Samsung and so glad I didn't! ","[ Buy it! ] || ---------------- || [This review was collected as part of a promotion.] 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher!! I almost went with a Samsung and so glad I didn't!!",Verified,Originally posted on kitchenaid.com/,5.0
25-02-21,74554919,dw,top_control,KITCHENAID,KDPM604KBS,KDPM604KBS,,us,retail,sears,,Positive,,,I almost went with a Samsung and so glad I didn't!,"[ Buy it! ] || ---------------- || 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher! I almost went with a Samsung and so glad I didn't! ","[ Buy it! ] || ---------------- || [This review was collected as part of a promotion.] 100% love this dishwasher! It's quiet, and does an amazing job cleaning the dishes! I absolutely recommend this dishwasher!! I almost went with a Samsung and so glad I didn't!!",Verified,Originally posted on kitchenaid.com/,5.0
25-02-21,79954359,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Design,"The dishwasher is nice and spacious inside, and the third rack is great.","[ Good dishwasher, error codes would be helpful. ] || ---------------- || The dishwasher is nice and spacious inside, and the third rack is great. I don't love that this model doesn't display error codes - instead you have to interpret patterns of beeps, pauses, and flashes if something goes awry (the installer skipped a step when installing, which was a simple correction, but it was hard for me to explain the problem without an error code).","[ Good dishwasher, error codes would be helpful. ] || ---------------- || [This review was collected as part of a promotion.] The dishwasher is nice and spacious inside, and the third rack is great. I don't love that this model doesn't display error codes - instead you have to interpret patterns of beeps, pauses, and flashes if something goes awry (the installer skipped a step when installing, which was a simple correction, but it was hard for me to explain the problem without an error code).",Not verified,,4.0
25-02-21,79954359,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Easy_Use,"The dishwasher is nice and spacious inside, and the third rack is great.","[ Good dishwasher, error codes would be helpful. ] || ---------------- || The dishwasher is nice and spacious inside, and the third rack is great. I don't love that this model doesn't display error codes - instead you have to interpret patterns of beeps, pauses, and flashes if something goes awry (the installer skipped a step when installing, which was a simple correction, but it was hard for me to explain the problem without an error code).","[ Good dishwasher, error codes would be helpful. ] || ---------------- || [This review was collected as part of a promotion.] The dishwasher is nice and spacious inside, and the third rack is great. I don't love that this model doesn't display error codes - instead you have to interpret patterns of beeps, pauses, and flashes if something goes awry (the installer skipped a step when installing, which was a simple correction, but it was hard for me to explain the problem without an error code).",Not verified,,4.0
