Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-01-06,50564617,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Neutral,maintain,Easy_Use,LG fixed it immediately they also replaced the bottom rack free of charge,[ LG products are the best!  ] || ---------------- || I've had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from. I had issues with the control panel developing a small crack. LG fixed it immediately they also replaced the bottom rack free of charge,[ LG products are the best!! ] || ---------------- || I’ve had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from.  I had issues with the control panel developing a small crack. LG fixed it immediately  they also replaced the bottom rack free of charge,,,5.0
23-01-06,50564851,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Very Positive,use,Easy_Use,"Excellent quality, ease of use, silverware tray is probably one of the best features we enjoy the most.","[ Best dishwasher to date. ] || ---------------- || Excellent quality, ease of use, silverware tray is probably one of the best features we enjoy the most.","[ Best dishwasher to date. ] || ---------------- || Excellent quality, ease of use, silverware tray is probably one of the best features we enjoy the most.",,,5.0
23-01-06,50563702,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Easy_Use,"Does the dishes well, once you figure out the features by trial and error.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.",,,4.0
23-01-06,50563702,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Performance_Washing,"Does the dishes well, once you figure out the features by trial and error.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.",,,4.0
23-01-06,50563702,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Negative,,Easy_Use,"The manual takes one so far, but then drops you at the last important steps.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.",,,4.0
23-01-06,50563702,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Negative,use,Easy_Use,And the online manual does the same incomplete job.,"[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.","[ Good product but terrible operating manual ] || ---------------- || Does the dishes well, once you figure out the features by trial and error. The manual takes one so far, but then drops you at the last important steps. And the online manual does the same incomplete job.",,,4.0
23-01-06,50771860,dw,front_control,GE,GDF450PGRBB,GDF450PGRBB,,us,retail,sears,,Very Positive,use,Performance_Washing,The machine does a exceptional job cleaning.,"[ The 3 cycles, all do a good job ] || ---------------- || The machine does a exceptional job cleaning. Good price and looks good.","[ The 3 cycles, all do a good job ] || ---------------- || The machine does a exceptional job cleaning. Good price and looks good.",,,4.0
23-01-06,50771860,dw,front_control,GE,GDF450PGRBB,GDF450PGRBB,,us,retail,sears,,Positive,purchase,Design,Good price and looks good.,"[ The 3 cycles, all do a good job ] || ---------------- || The machine does a exceptional job cleaning. Good price and looks good.","[ The 3 cycles, all do a good job ] || ---------------- || The machine does a exceptional job cleaning. Good price and looks good.",,,4.0
23-01-06,50771860,dw,front_control,GE,GDF450PGRBB,GDF450PGRBB,,us,retail,sears,,Positive,purchase,Price,Good price and looks good.,"[ The 3 cycles, all do a good job ] || ---------------- || The machine does a exceptional job cleaning. Good price and looks good.","[ The 3 cycles, all do a good job ] || ---------------- || The machine does a exceptional job cleaning. Good price and looks good.",,,4.0
23-01-06,50620236,dw,top_control,GE,PDT755SYRFS,PDT755SYRFS,,us,retail,sears,,Neutral,,,We clearly got a lemon.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can't figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can’t figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,,,1.0
23-01-06,50620236,dw,top_control,GE,PDT755SYRFS,PDT755SYRFS,,us,retail,sears,,Negative,use,Durability,Ran halfway through the first cycle then died.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can't figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can’t figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,,,1.0
23-01-06,50620236,dw,top_control,GE,PDT755SYRFS,PDT755SYRFS,,us,retail,sears,,Negative,maintain,Service,Repair guys can't figure out what is wrong.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can't figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can’t figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,,,1.0
23-01-06,50620236,dw,top_control,GE,PDT755SYRFS,PDT755SYRFS,,us,retail,sears,,Negative,maintain,Service,First part they ordered did not fix it.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can't figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can’t figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,,,1.0
23-01-06,50620236,dw,top_control,GE,PDT755SYRFS,PDT755SYRFS,,us,retail,sears,,Neutral,,Service,Now waiting on more parts.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can't figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,[ Looks nice but… ] || ---------------- || We clearly got a lemon. Ran halfway through the first cycle then died. Repair guys can’t figure out what is wrong. First part they ordered did not fix it. Now waiting on more parts. Only positive so far is that the GE Certified repair people have been amazing.,,,1.0
