Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
26-02-25,82497408,dw,top_control,KITCHENAID,KDTS324SPS,KDTS324SPS,,us,retail,costco,,Neutral,onboard,Delivery_Installation,He did a quick installation.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,Not verified,,5.0
26-02-20,96695057,dw,top_control,WHIRLPOOL,WDP540HAMB_WDP540HAMW_WDP540HAMZ,WDP540HAMB_WDP540HAMW_WDP540HAMZ,,us,retail,homedepot,,Negative,,,"Now I have a wrinkled manual with pages stuck together,.","Great machina, quiet, cleans great, . Cannot understand how the owner's manual was completely soaked with water when the unit was just unpacked. Now I have a wrinkled manual with pages stuck together,. My wife complains about the buttons are hard to push down.","[ great product ] || ---------------- || [This review was collected as part of a promotion.] Great machina, quiet, cleans great, Cannot understand how the owner's manual was completely soaked with water when the unit was just unpacked. Now I have a wrinkled manual with pages stuck together,My wife complains about the buttons are hard to push down.",Not verified,Originally posted on whirlpool.com,4.0
26-02-20,96695057,dw,top_control,WHIRLPOOL,WDP540HAMB_WDP540HAMW_WDP540HAMZ,WDP540HAMB_WDP540HAMW_WDP540HAMZ,,us,retail,homedepot,,Negative,use,Easy_Use,My wife complains about the buttons are hard to push down.,"Great machina, quiet, cleans great, . Cannot understand how the owner's manual was completely soaked with water when the unit was just unpacked. Now I have a wrinkled manual with pages stuck together,. My wife complains about the buttons are hard to push down.","[ great product ] || ---------------- || [This review was collected as part of a promotion.] Great machina, quiet, cleans great, Cannot understand how the owner's manual was completely soaked with water when the unit was just unpacked. Now I have a wrinkled manual with pages stuck together,My wife complains about the buttons are hard to push down.",Not verified,Originally posted on whirlpool.com,4.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,onboard,Delivery_Installation,"Installation from Home Depot was quick and easy, at least for me.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Neutral,onboard,Delivery_Installation,"I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Neutral,onboard,Service,"I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,,,So glad I didn't do it myself.,"Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,use,Durability,"We've had the Bosch for about one month now and so far, no problems at all.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,use,Easy_Use,We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide.,"Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,use,Easy_Use,It leaves so much more room for items in the bottom drawer.,"Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,use,Performance_Washing,Cleaning is very good so far.,"Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Positive,use,Performance_Washing,Adding drying agent seems to really help glassware to emerge super clear and spotless.,"Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96695127,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Neutral,use,Noise_Vibration,"The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself. We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless. The previous Kitchen Aide was maybe quieter, but I don't think that is true.","Installation from Home Depot was quick and easy, at least for me. I was afraid it would take hours but the tech was here when he said he would be, pulled out the old DW, and installed this one in maybe 30 minutes. So glad I didn't do it myself.We've had the Bosch for about one month now and so far, no problems at all. We appreciate the third drawer at the top for silverware over the standup boxes in the bottom like our old Kitchen Aide. It leaves so much more room for items in the bottom drawer. Cleaning is very good so far. Adding drying agent seems to really help glassware to emerge super clear and spotless.The previous Kitchen Aide was maybe quieter, but I don't think that is true.",Not verified,,5.0
26-02-20,96887672,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Positive,use,Easy_Use,Love the Auto opening.,[ Best dishwasher I have ever owned. ] || ---------------- || Love the Auto opening. Dishes are completely dry when I get around to unloading it. storm wash cleans the worst of dishes. Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || [This review was collected as part of a promotion.] Love the Auto opening. Dishes are completely dry when I get around to unloading it.storm wash cleans the worst of dishes.Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,Not verified,Originally posted on Samsung US,4.0
26-02-20,96887672,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Positive,use,Performance_Drying,Dishes are completely dry when I get around to unloading it.,[ Best dishwasher I have ever owned. ] || ---------------- || Love the Auto opening. Dishes are completely dry when I get around to unloading it. storm wash cleans the worst of dishes. Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || [This review was collected as part of a promotion.] Love the Auto opening. Dishes are completely dry when I get around to unloading it.storm wash cleans the worst of dishes.Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,Not verified,Originally posted on Samsung US,4.0
26-02-20,96887672,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Positive,use,Performance_Washing,storm wash cleans the worst of dishes.,[ Best dishwasher I have ever owned. ] || ---------------- || Love the Auto opening. Dishes are completely dry when I get around to unloading it. storm wash cleans the worst of dishes. Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || [This review was collected as part of a promotion.] Love the Auto opening. Dishes are completely dry when I get around to unloading it.storm wash cleans the worst of dishes.Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,Not verified,Originally posted on Samsung US,4.0
26-02-20,96887672,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Positive,use,Noise_Vibration,Almost completely silent.,[ Best dishwasher I have ever owned. ] || ---------------- || Love the Auto opening. Dishes are completely dry when I get around to unloading it. storm wash cleans the worst of dishes. Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || [This review was collected as part of a promotion.] Love the Auto opening. Dishes are completely dry when I get around to unloading it.storm wash cleans the worst of dishes.Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,Not verified,Originally posted on Samsung US,4.0
26-02-20,96887672,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Neutral,use,Noise_Vibration,Can hardly tell it is running unless you're standing in front of it.,[ Best dishwasher I have ever owned. ] || ---------------- || Love the Auto opening. Dishes are completely dry when I get around to unloading it. storm wash cleans the worst of dishes. Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || [This review was collected as part of a promotion.] Love the Auto opening. Dishes are completely dry when I get around to unloading it.storm wash cleans the worst of dishes.Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,Not verified,Originally posted on Samsung US,4.0
26-02-20,96887672,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Negative,use,Easy_Use,My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || Love the Auto opening. Dishes are completely dry when I get around to unloading it. storm wash cleans the worst of dishes. Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,[ Best dishwasher I have ever owned. ] || ---------------- || [This review was collected as part of a promotion.] Love the Auto opening. Dishes are completely dry when I get around to unloading it.storm wash cleans the worst of dishes.Almost completely silent. Can hardly tell it is running unless you're standing in front of it. My only complaint which is minor is the adjustable lower rack may be too adjustable the lines of posts rotate down a little too easily I seem to always be popping them back up.,Not verified,Originally posted on Samsung US,4.0
26-02-20,96887671,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Positive,use,Performance_Washing,"overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done.","[ Good dishwasher with a couple of quirks ] || ---------------- || overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done. a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press ""start"" which is annoying - hard to tell if you pushed it or not.","[ Good dishwasher with a couple of quirks ] || ---------------- || [This review was collected as part of a promotion.] overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done.a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press 'start' which is annoying - hard to tell if you pushed it or not.",Not verified,Originally posted on Samsung US,4.0
26-02-20,96887671,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Negative,use,Design,"a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press ""start"" which is annoying - hard to tell if you pushed it or not.","[ Good dishwasher with a couple of quirks ] || ---------------- || overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done. a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press ""start"" which is annoying - hard to tell if you pushed it or not.","[ Good dishwasher with a couple of quirks ] || ---------------- || [This review was collected as part of a promotion.] overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done.a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press 'start' which is annoying - hard to tell if you pushed it or not.",Not verified,Originally posted on Samsung US,4.0
26-02-20,96887671,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Negative,use,Easy_Use,"a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press ""start"" which is annoying - hard to tell if you pushed it or not.","[ Good dishwasher with a couple of quirks ] || ---------------- || overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done. a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press ""start"" which is annoying - hard to tell if you pushed it or not.","[ Good dishwasher with a couple of quirks ] || ---------------- || [This review was collected as part of a promotion.] overall a decent dishwasher, does the job well and I like that it opens automatically to air out after its done.a couple of things that could be improved: 1) lower rack space is poorly organized - too much oen space, no enough stands; 2) there is no feedback when you press 'start' which is annoying - hard to tell if you pushed it or not.",Not verified,Originally posted on Samsung US,4.0
26-02-20,96887673,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Negative,maintain,Durability,"always running error, not sure the bespoke series was all that.","[ worst decision ] || ---------------- || always running error, not sure the bespoke series was all that. still within 2 year","[ worst decision ] || ---------------- || [This review was collected as part of a promotion.] always running error, not sure the bespoke series was all that.still within 2 year",Not verified,Originally posted on Samsung US,1.0
26-02-20,96887673,dw,top_control,SAMSUNG,BESPOKE,DW80B7070US,,us,retail,homedepot,,Neutral,,Easy_Use,still within 2 year,"[ worst decision ] || ---------------- || always running error, not sure the bespoke series was all that. still within 2 year","[ worst decision ] || ---------------- || [This review was collected as part of a promotion.] always running error, not sure the bespoke series was all that.still within 2 year",Not verified,Originally posted on Samsung US,1.0
26-02-20,96888354,dw,top_control,SAMSUNG,BESPOKE,DW90F89T0U12_DW90F89T0UMT_DW90F89T0USR,,us,retail,homedepot,,Very Positive,use,,We absolutely love this Samsung dishwasher.,"[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can't tell if it's running unless you look for the indicator light. Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy. Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can’t tell if it’s running unless you look for the indicator light.Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy.Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.",Not verified,Originally posted on Samsung US,5.0
26-02-20,96888354,dw,top_control,SAMSUNG,BESPOKE,DW90F89T0U12_DW90F89T0UMT_DW90F89T0USR,,us,retail,homedepot,,Positive,use,Noise_Vibration,The biggest surprise is how incredibly quiet it is — you honestly can't tell if it's running unless you look for the indicator light.,"[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can't tell if it's running unless you look for the indicator light. Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy. Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can’t tell if it’s running unless you look for the indicator light.Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy.Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.",Not verified,Originally posted on Samsung US,5.0
26-02-20,96888354,dw,top_control,SAMSUNG,BESPOKE,DW90F89T0U12_DW90F89T0UMT_DW90F89T0USR,,us,retail,homedepot,,Positive,use,Performance_Washing,Cleaning performance has been excellent so far.,"[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can't tell if it's running unless you look for the indicator light. Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy. Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can’t tell if it’s running unless you look for the indicator light.Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy.Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.",Not verified,Originally posted on Samsung US,5.0
26-02-20,96888354,dw,top_control,SAMSUNG,BESPOKE,DW90F89T0U12_DW90F89T0UMT_DW90F89T0USR,,us,retail,homedepot,,Positive,use,Performance_Drying,"Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can't tell if it's running unless you look for the indicator light. Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy. Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can’t tell if it’s running unless you look for the indicator light.Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy.Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.",Not verified,Originally posted on Samsung US,5.0
26-02-20,96888354,dw,top_control,SAMSUNG,BESPOKE,DW90F89T0U12_DW90F89T0UMT_DW90F89T0USR,,us,retail,homedepot,,Positive,use,Performance_Washing,"Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can't tell if it's running unless you look for the indicator light. Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy. Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.","[ ⭐⭐⭐⭐⭐ Super Quiet & Cleans Great ] || ---------------- || We absolutely love this Samsung dishwasher. The biggest surprise is how incredibly quiet it is — you honestly can’t tell if it’s running unless you look for the indicator light.Cleaning performance has been excellent so far. Dishes come out spotless, even with heavier loads, and the drying cycle does a solid job. The interior layout is also well designed and makes loading easy.Overall, it feels modern, efficient, and premium. Definitely one of the best upgrades in our kitchen.",Not verified,Originally posted on Samsung US,5.0
